Date,NFLX,META,MSFT
2024-01-02,468.5,344.4006652832031,366.10552978515625
2024-01-03,470.260009765625,342.5905456542969,365.8390197753906
2024-01-04,474.6700134277344,345.22607421875,363.2131652832031
2024-01-05,474.05999755859375,350.02972412109375,363.0256042480469
2024-01-08,485.0299987792969,356.7030944824219,369.87646484375
2024-01-09,482.0899963378906,355.47979736328125,370.96240234375
2024-01-10,478.3299865722656,368.44866943359375,377.8526306152344
2024-01-11,492.2300109863281,367.653076171875,379.6887512207031
2024-01-12,492.1600036621094,372.4467468261719,383.4794006347656
2024-01-16,481.239990234375,365.4551086425781,385.25634765625
2024-01-17,480.3299865722656,366.3601379394531,384.4666442871094
2024-01-18,485.30999755859375,374.0777587890625,388.81005859375
2024-01-19,482.95001220703125,381.35784912109375,393.5484313964844
2024-01-22,485.7099914550781,379.69696044921875,391.4162292480469
2024-01-23,492.19000244140625,383.09832763671875,393.77545166015625
2024-01-24,544.8699951171875,388.5683288574219,397.3883972167969
2024-01-25,562.0,391.0347595214844,399.6687927246094
2024-01-26,570.4199829101562,391.9895324707031,398.7408447265625
2024-01-29,575.7899780273438,398.8320007324219,404.4564514160156
2024-01-30,562.8499755859375,397.877197265625,403.3409423828125
2024-01-31,564.1099853515625,388.0113830566406,392.4723815917969
2024-02-01,567.510009765625,392.6259765625,398.59271240234375
2024-02-02,564.6400146484375,472.39837646484375,405.9371643066406
2024-02-05,562.0599975585938,456.9034118652344,400.43878173828125
2024-02-06,555.8800048828125,452.2389831542969,400.28076171875
2024-02-07,559.2999877929688,467.0278625488281,408.7308044433594
2024-02-08,558.530029296875,467.43560791015625,408.7900390625
2024-02-09,561.3200073242188,465.555908203125,415.1473083496094
2024-02-12,557.8499755859375,466.34161376953125,409.92529296875
2024-02-13,554.52001953125,457.6094970703125,401.10015869140625
2024-02-14,579.3300170898438,470.6977233886719,404.9769592285156
2024-02-15,593.4600219726562,481.3890686035156,402.0791931152344
2024-02-16,583.9500122070312,470.737548828125,399.6067810058594
2024-02-20,575.1300048828125,469.17608642578125,398.35076904296875
2024-02-21,573.3499755859375,465.9702453613281,397.74749755859375
2024-02-22,588.469970703125,483.9906005859375,407.11309814453125
2024-02-23,583.5599975585938,481.89984130859375,405.81756591796875
2024-02-26,587.6500244140625,479.619873046875,403.0484619140625
2024-02-27,601.6699829101562,484.9065246582031,402.98907470703125
2024-02-28,596.47998046875,481.8898620605469,403.2264404296875
2024-02-29,602.9199829101562,487.9729919433594,409.0812072753906
2024-03-01,619.3400268554688,500.08941650390625,410.9206848144531
2024-03-04,615.8300170898438,495.9975280761719,410.3471374511719
2024-03-05,598.5,488.06256103515625,398.2123107910156
2024-03-06,597.6900024414062,493.90673828125,397.65850830078125
2024-03-07,608.510009765625,509.9358825683594,404.6308288574219
2024-03-08,604.8200073242188,503.7233581542969,401.742919921875
2024-03-11,600.9299926757812,481.46173095703125,400.06170654296875
2024-03-12,611.0800170898438,497.5506286621094,410.7030944824219
2024-03-13,609.4500122070312,493.38909912109375,410.5251159667969
2024-03-14,613.010009765625,489.66546630859375,420.5335693359375
2024-03-15,605.8800048828125,481.9695739746094,411.83050537109375
2024-03-18,618.3900146484375,494.7928466796875,412.7206726074219
2024-03-19,620.739990234375,494.05609130859375,416.76556396484375
2024-03-20,627.6900024414062,503.2952575683594,420.5434875488281
2024-03-21,622.7100219726562,505.5253601074219,424.6378173828125
2024-03-22,628.010009765625,507.3373718261719,424.0147705078125
2024-03-25,627.4600219726562,500.8062744140625,418.1995544433594
2024-03-26,629.239990234375,493.7076416015625,417.0028991699219
2024-03-27,613.530029296875,491.6865539550781,416.78533935546875
2024-03-28,607.3300170898438,483.4429931640625,416.0831604003906
2024-04-01,614.3099975585938,489.1876220703125,419.8907470703125
2024-04-02,614.2100219726562,495.1811218261719,416.79522705078125
2024-04-03,630.0800170898438,504.5098571777344,415.8161926269531
2024-04-04,617.1400146484375,508.6715087890625,413.2745361328125
2024-04-05,636.1799926757812,525.0192260742188,420.8302917480469
2024-04-08,628.4099731445312,516.96484375,419.9105224609375
2024-04-09,618.2000122070312,514.6251831054688,421.5819091796875
2024-04-10,618.5800170898438,517.5422973632812,418.5951843261719
2024-04-11,628.780029296875,520.8576049804688,423.21368408203125
2024-04-12,622.8300170898438,509.64715576171875,417.2501220703125
2024-04-15,607.1500244140625,498.0285339355469,409.0812072753906
2024-04-16,617.52001953125,497.5606384277344,410.0108337402344
2024-04-17,613.6900024414062,491.99517822265625,407.3010559082031
2024-04-18,610.5599975585938,499.59161376953125,399.814453125
2024-04-19,555.0399780273438,478.952880859375,394.72125244140625
2024-04-22,554.5999755859375,479.6099548339844,396.5409240722656
2024-04-23,577.75,493.9167175292969,403.078125
2024-04-24,555.1199951171875,491.3281555175781,404.5516662597656
2024-04-25,564.7999877929688,439.4375305175781,394.64208984375
2024-04-26,561.22998046875,441.3391418457031,401.8418884277344
2024-04-29,559.489990234375,430.7160949707031,397.81671142578125
2024-04-30,550.6400146484375,428.27685546875,385.03912353515625
2024-05-01,551.7100219726562,437.2571716308594,390.5872802734375
2024-05-02,565.1500244140625,439.7361755371094,393.4553527832031
2024-05-03,579.3400268554688,449.9709777832031,402.1781311035156
2024-05-06,596.969970703125,463.6305847167969,408.9823303222656
2024-05-07,606.0,466.1793212890625,404.82861328125
2024-05-08,609.469970703125,470.5201416015625,406.015380859375
2024-05-09,612.0900268554688,473.3277282714844,407.7757263183594
2024-05-10,610.8699951171875,474.10430908203125,410.1690673828125
2024-05-13,616.5900268554688,465.9503479003906,409.1603088378906
2024-05-14,613.6599731445312,469.7734069824219,411.968994140625
2024-05-15,613.52001953125,479.4207763671875,419.171875
2024-05-16,610.52001953125,471.1473693847656,417.1011657714844
2024-05-17,621.0999755859375,469.83319091796875,416.3283996582031
2024-05-20,640.8200073242188,466.77667236328125,421.41094970703125
2024-05-21,650.6099853515625,462.5852355957031,425.07684326171875
2024-05-22,640.469970703125,465.7213439941406,426.5431213378906
2024-05-23,635.6699829101562,463.7301330566406,423.0556640625
2024-05-24,646.75,476.1154479980469,426.18646240234375
2024-05-28,649.0,477.8079528808594,426.3450012207031
2024-05-29,654.6199951171875,472.2723693847656,425.20562744140625
2024-05-30,647.6599731445312,464.9945373535156,410.8395690917969
2024-05-31,641.6199951171875,464.7755126953125,411.2953186035156
2024-06-03,633.7899780273438,475.3885803222656,409.7001953125
2024-06-04,631.6199951171875,474.8908386230469,412.22662353515625
2024-06-05,650.27001953125,492.8812561035156,420.09326171875
2024-06-06,648.52001953125,491.5870056152344,420.5985107421875
2024-06-07,641.469970703125,490.79052734375,419.93475341796875
2024-06-10,644.5,500.38812255859375,423.9176025390625
2024-06-11,648.5499877929688,505.2366638183594,428.68316650390625
2024-06-12,650.0599975585938,506.60064697265625,436.98577880859375
2024-06-13,653.260009765625,501.8815002441406,437.5009765625
2024-06-14,669.3800048828125,502.4396057128906,438.4818420410156
2024-06-17,675.8300170898438,504.90118408203125,444.228271484375
2024-06-18,685.6699829101562,497.7854919433594,442.2170104980469
2024-06-20,679.030029296875,499.9880065917969,441.5829162597656
2024-06-21,686.1199951171875,493.09161376953125,445.625244140625
2024-06-24,669.02001953125,497.20751953125,443.53472900390625
2024-06-25,672.4099731445312,508.8576354980469,446.7844543457031
2024-06-26,677.6900024414062,511.3689880371094,447.9832763671875
2024-06-27,684.3400268554688,517.7870483398438,448.6668701171875
2024-06-28,674.8800048828125,502.4994201660156,442.82135009765625
2024-07-01,673.6099853515625,502.9577941894531,452.5110168457031
2024-07-02,679.5800170898438,507.7613525390625,455.0374755859375
2024-07-03,682.510009765625,508.21978759765625,456.513671875
2024-07-05,690.6500244140625,538.0675659179688,463.240966796875
2024-07-08,685.739990234375,527.5137329101562,461.93316650390625
2024-07-09,685.739990234375,528.19140625,455.2950744628906
2024-07-10,677.6500244140625,532.8654174804688,461.943115234375
2024-07-11,652.75,510.9504699707031,450.499755859375
2024-07-12,647.5999755859375,497.1676330566406,449.3603820800781
2024-07-15,656.4500122070312,494.4668884277344,449.7666015625
2024-07-16,656.3200073242188,488.11865234375,445.3676452636719
2024-07-17,647.4600219726562,460.4134826660156,439.42303466796875
2024-07-18,643.0399780273438,474.2262268066406,436.3021240234375
2024-07-19,633.3400268554688,475.16302490234375,433.0722961425781
2024-07-22,647.5,485.73681640625,438.848388671875
2024-07-23,642.760009765625,487.02239990234375,440.7407531738281
2024-07-24,635.989990234375,459.6959533691406,424.9380798339844
2024-07-25,634.0900268554688,451.86279296875,414.5351257324219
2024-07-26,631.3699951171875,464.1108703613281,421.3415832519531
2024-07-29,626.9600219726562,464.12078857421875,422.78814697265625
2024-07-30,622.5800170898438,461.6094055175781,419.0133056640625
2024-07-31,628.3499755859375,473.20965576171875,414.4855651855469
2024-08-01,624.8499755859375,496.0414733886719,413.25701904296875
2024-08-02,613.6400146484375,486.47430419921875,404.71661376953125
2024-08-05,598.5499877929688,474.1065979003906,391.4998474121094
2024-08-06,609.5700073242188,492.4039611816406,395.9186706542969
2024-08-07,611.47998046875,487.2515869140625,394.74957275390625
2024-08-08,630.3499755859375,507.89093017578125,398.97021484375
2024-08-09,633.9400024414062,516.003173828125,402.2694396972656
2024-08-12,633.1400146484375,514.1893920898438,403.05218505859375
2024-08-13,648.02001953125,526.7363891601562,410.1856384277344
2024-08-14,661.6799926757812,524.9625244140625,413.0093078613281
2024-08-15,663.219970703125,535.4963989257812,417.8926696777344
2024-08-16,674.0700073242188,525.6201782226562,415.35174560546875
2024-08-19,688.530029296875,527.4739379882812,418.388916015625
2024-08-20,698.5399780273438,524.9325561523438,421.6345520019531
2024-08-21,697.1199951171875,533.3338012695312,420.9794921875
2024-08-22,688.9600219726562,530.11474609375,412.4534912109375
2024-08-23,686.72998046875,526.1981811523438,413.68426513671875
2024-08-26,688.4400024414062,519.3417358398438,410.4088439941406
2024-08-27,695.719970703125,517.32861328125,410.7562561035156
2024-08-28,683.8400268554688,515.0165405273438,407.5403747558594
2024-08-29,692.47998046875,516.4515991210938,410.0415954589844
2024-08-30,701.3499755859375,519.5310668945312,414.0316467285156
2024-09-03,675.3200073242188,510.0137023925781,406.3890380859375
2024-09-04,679.6799926757812,510.9903259277344,405.8530578613281
2024-09-05,683.6199951171875,515.0962524414062,405.34686279296875
2024-09-06,665.77001953125,498.5628967285156,398.70672607421875
2024-09-09,675.4199829101562,503.0674743652344,402.6967468261719
2024-09-10,673.6199951171875,503.0674743652344,411.11358642578125
2024-09-11,681.469970703125,510.08343505859375,419.8876953125
2024-09-12,686.7999877929688,523.806396484375,423.81817626953125
2024-09-13,697.0599975585938,522.8297729492188,427.3814392089844
2024-09-16,696.5,531.96728515625,428.1258239746094
2024-09-17,706.9099731445312,534.999755859375,431.9074401855469
2024-09-18,690.469970703125,536.6257934570312,427.59979248046875
2024-09-19,704.3200073242188,557.7236328125,435.4210510253906
2024-09-20,701.030029296875,559.9681396484375,432.0265197753906
2024-09-23,705.3699951171875,563.0205688476562,430.2796936035156
2024-09-24,722.260009765625,561.9432983398438,425.9720153808594
2024-09-25,721.5599975585938,566.9110107421875,428.89007568359375
2024-09-26,711.4299926757812,566.442138671875,428.0960693359375
2024-09-27,707.3499755859375,565.9633178710938,424.8305358886719
2024-09-30,709.27001953125,571.0308227539062,427.09356689453125
2024-10-01,706.1300048828125,575.0509033203125,417.55517578125
2024-10-02,711.0900268554688,571.3999633789062,414.021728515625
2024-10-03,706.7999877929688,581.33544921875,413.4361572265625
2024-10-04,719.7000122070312,594.4730224609375,412.9596862792969
2024-10-07,701.9199829101562,583.3405151367188,406.48828125
2024-10-08,721.760009765625,591.4304809570312,411.6197509765625
2024-10-09,727.4299926757812,589.0563354492188,414.3492431640625
2024-10-10,730.2899780273438,582.3927612304688,412.7413330078125
2024-10-11,722.7899780273438,588.4977416992188,413.2177429199219
2024-10-14,713.0,588.9664916992188,416.0167541503906
2024-10-15,705.97998046875,584.8268432617188,415.6197204589844
2024-10-16,702.0,575.3701171875,413.01922607421875
2024-10-17,687.6500244140625,575.509765625,413.6147766113281
2024-10-18,763.8900146484375,575.0509033203125,415.0440368652344
2024-10-21,772.0700073242188,573.744140625,415.659423828125
2024-10-22,764.239990234375,580.5772705078125,424.3243713378906
2024-10-23,749.2899780273438,562.3024291992188,421.4360656738281
2024-10-24,754.5499877929688,566.38232421875,421.5650939941406
2024-10-25,754.6799926757812,571.8388061523438,424.9595947265625
2024-10-28,749.1199951171875,576.7367553710938,423.4112243652344
2024-10-29,759.4400024414062,591.819580078125,428.7313232421875
2024-10-30,753.739990234375,590.3431396484375,429.30694580078125
2024-10-31,756.030029296875,566.1828002929688,403.32208251953125
2024-11-01,756.0999755859375,565.7637939453125,407.31207275390625
2024-11-04,755.510009765625,559.2998046875,405.4162902832031
2024-11-05,763.9099731445312,571.0208740234375,408.3939514160156
2024-11-06,780.2100219726562,570.6417846679688,417.04901123046875
2024-11-07,796.5399780273438,590.2434692382812,422.2598571777344
2024-11-08,795.0399780273438,587.8892822265625,419.3914489746094
2024-11-11,805.4400024414062,581.7344360351562,414.8951721191406
2024-11-12,819.5,583.38037109375,419.87774658203125
2024-11-13,830.469970703125,578.5722045898438,422.0316162109375
2024-11-14,837.260009765625,575.7391967773438,423.7090148925781
2024-11-15,823.9600219726562,552.716064453125,411.9075927734375
2024-11-18,847.0499877929688,553.0352783203125,412.66192626953125
2024-11-19,871.3200073242188,559.7088012695312,414.67681884765625
2024-11-20,883.8499755859375,564.1279296875,412.3939208984375
2024-11-21,897.47998046875,561.703857421875,410.6137390136719
2024-11-22,897.7899780273438,557.7636108398438,414.7211608886719
2024-11-25,865.5900268554688,563.7188720703125,416.5013732910156
2024-11-26,872.5999755859375,572.1281127929688,425.6510925292969
2024-11-27,877.3400268554688,567.7987670898438,420.67840576171875
2024-11-29,886.8099975585938,572.90625,421.1458435058594
2024-12-02,897.739990234375,591.3706665039062,428.6247863769531
2024-12-03,902.1699829101562,612.139404296875,428.84356689453125
2024-12-04,911.0599975585938,612.26904296875,435.0295715332031
2024-12-05,917.8699951171875,607.4309692382812,440.2011413574219
2024-12-06,934.739990234375,622.2345581054688,441.1459655761719
2024-12-09,913.6900024414062,612.0595703125,443.58251953125
2024-12-10,913.3499755859375,617.7954711914062,440.9072570800781
2024-12-11,936.5599975585938,631.1224975585938,446.5363464355469
2024-12-12,925.5499877929688,629.2371826171875,447.10321044921875
2024-12-13,918.8699951171875,618.8229370117188,444.8257141113281
2024-12-16,921.0800170898438,623.2056274414062,449.1221008300781
2024-12-17,919.1300048828125,618.41357421875,451.9764099121094
2024-12-18,889.5499877929688,596.200439453125,434.999755859375
2024-12-19,902.0399780273438,594.5830688476562,434.6416931152344
2024-12-20,909.0499877929688,584.2802124023438,434.21405029296875
2024-12-23,911.4500122070312,598.8560180664062,432.8714294433594
2024-12-24,932.1199951171875,606.742919921875,436.9291076660156
2024-12-26,924.1400146484375,602.3502197265625,435.7157897949219
2024-12-27,907.5499877929688,598.8161010742188,428.1772155761719
2024-12-30,900.4299926757812,590.26025390625,422.50836181640625
